,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL,data_chart
169,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",91465,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-10-21
170,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",91162,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-10-21
171,"Head & Heart (feat. MNEK)","Joel Corry",90673,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,2020-10-21
172,Believer,"Imagine Dragons",90573,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-10-21
173,"Ta Com Saudade Quer TBT ?","Mc Talibã",90275,https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H,2020-10-21
174,Memories,"Maroon 5",88897,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-10-21
175,"Tiro Certo - Ao Vivo","Zé Felipe",88813,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,2020-10-21
176,"Dona de mim",IZA,88574,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN,2020-10-21
177,BALANÇA,"WC no Beat",88369,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q,2020-10-21
178,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,87996,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-10-21
179,"Só Gratidão","Mc Lipi",87856,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-10-21
180,Gelo,Melim,87454,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3,2020-10-21
181,"Mulher Cativante","MC Paulin da Capital",86882,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0,2020-10-21
182,"Laugh Now Cry Later (feat. Lil Durk)",Drake,86852,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2020-10-21
183,"Tão Linda","Atitude 67",86615,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn,2020-10-21
184,Daisy,Ashnikko,85497,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-10-21
185,"Vitória Chegou","Mc Lipi",85369,https://open.spotify.com/track/541XTa1azDkMp2cFsM1Hcw,2020-10-21
186,"What You Know Bout Love","Pop Smoke",85359,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-21
187,"SET DJ GM 2.0","MC Paulin da Capital",84962,https://open.spotify.com/track/38BuaDkieTqCDqaawXsf78,2020-10-21
188,"Pisadinha - Ao Vivo","Diego & Victor Hugo",84684,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-10-21
189,"Poesia Acústica - Paris","Pineapple StormTv",84660,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK,2020-10-21
190,"Se Ferrou","MC Kevinho",84569,https://open.spotify.com/track/4c21Aq5C8YMDBQWt9bjYBF,2020-10-21
191,"Sou Vitorioso","Mc Lele JP",84148,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD,2020-10-21
192,goosebumps,"Travis Scott",83780,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-10-21
193,"Senta Concentrada","MC Ws",83604,https://open.spotify.com/track/6ZxjdTDNU6pf8iklkeAB9y,2020-10-21
194,"Don't Cry For Me (with Jason Derulo)",Alok,82774,https://open.spotify.com/track/0FLwo3U1NrjocfK2FDisrX,2020-10-21
195,"POPSTAR (feat. Drake)","DJ Khaled",82216,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,2020-10-21
196,"Os Boys Amam O Ex Chora","Jerry Smith",82110,https://open.spotify.com/track/2o8MYdtYZYidgpe9oIGIcy,2020-10-21
197,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",81909,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-10-21
198,"I Don't Care (with Justin Bieber)","Ed Sheeran",81831,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-10-21
199,"Xereca de Mel","Shevchenko e Elloco",81753,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw,2020-10-21
200,"Dreams - 2004 Remaster","Fleetwood Mac",81137,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,2020-10-21
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",676603,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-10-22
2,"Investe Em Mim","Jonas Esticado",658799,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-10-22
3,"Só Você","MC Rogerinho",511096,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-10-22
4,"Oh Juliana",Niack,496807,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-10-22
5,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",485875,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-10-22
6,"Quero Você do Jeito Que Quiser","Marília Mendonça",443312,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-10-22
7,"Figurinha - Ao Vivo","Douglas & Vinicius",440782,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-10-22
8,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",417650,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-10-22
9,"Sogra - Ao Vivo",Dilsinho,411690,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-10-22
10,"Me Gusta (with Cardi B & Myke Towers)",Anitta,402697,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-10-22
11,"Cidade Inteira","Eric Land",393662,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-10-22
12,"Nem Doeu - Ao Vivo","Matheus & Kauan",378376,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-10-22
13,"Tá Rocheda","Os Barões Da Pisadinha",374156,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-10-22
14,"Comprei um Lança","Mc Jacaré",373951,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-10-22
15,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",360112,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,2020-10-22
16,"Café e Amor - Ao Vivo","Gusttavo Lima",356475,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-10-22
17,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",349985,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-10-22
18,"Vai Ter Que Aguentar","Mc Don Juan",346531,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-10-22
19,"Volta por Baixo - Ao Vivo","Henrique & Juliano",346280,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,2020-10-22
20,Ranking,"Jorge & Mateus",339778,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-10-22
21,"Máquina do Tempo",Matuê,322396,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-10-22
22,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",320259,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-10-22
23,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",303208,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-10-22
24,"Desce Pro Play (PA PA PA)","Mc Zaac",298719,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-10-22
25,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",296422,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-10-22
26,"WAP (feat. Megan Thee Stallion)","Cardi B",294885,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-10-22
27,"Desejando Eu (Ao Vivo)","Murilo Huff",292230,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-10-22
28,"Não Vai Embora",Dilsinho,291359,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-10-22
29,"Watermelon Sugar","Harry Styles",290669,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-10-22
30,"S de Saudade","Luíza & Maurílio",282353,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-10-22
31,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",279338,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-10-22
32,"Não Valeu","Wesley Safadão",279178,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-10-22
33,"Briga Feia - Ao Vivo","Henrique & Juliano",274621,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk,2020-10-22
34,Rita,Tierry,273803,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-10-22
35,"Amor e Fé - Acústico","Hungria Hip Hop",273363,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-10-22
36,"se essa vida fosse um filme","GIULIA BE",272854,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-10-22
37,777-666,Matuê,271903,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-10-22
38,"Deus é por nós","MC Marks",264330,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-10-22
39,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",259822,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-10-22
40,"Na Raba Toma Tapão",Niack,256562,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-10-22
41,TOMA,"Luísa Sonza",247677,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-10-22
42,"Deve ser horrível dormir sem mim","Manu Gavassi",246720,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-10-22
43,"Blinding Lights","The Weeknd",246720,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-10-22
44,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",240465,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2020-10-22
45,"Graveto - Ao Vivo","Marília Mendonça",236163,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-10-22
46,"menina solta","GIULIA BE",230365,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-10-22
47,Flores,Vitão,229216,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-10-22
48,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",223579,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-10-22
49,"Tudo Aconteceu","MC Du Black",223357,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-10-22
50,"Te Prometo",DENNIS,217966,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-10-22
51,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",217195,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-10-22
52,"Despedida - Ao Vivo","Wesley Safadão",205098,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-10-22
53,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",204204,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-10-22
54,"Só Tem Eu","Zé Felipe",202587,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-10-22
55,"Libera Ela - Ao Vivo","Maiara & Maraisa",199973,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-10-22
56,"Pipa Voada (feat. Emicida)",Rashid,196374,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-10-22
57,Talarica,"Rennan da Penha",194539,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-10-22
58,"Romance Desapegado","Japinha Conde",193193,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-10-22
59,"Don't Start Now","Dua Lipa",192862,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-10-22
60,"Manda Áudio","Di Propósito",191974,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-10-22
61,"Saudade Sua","Gusttavo Lima",188666,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-10-22
62,BRABA,"Luísa Sonza",187140,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-10-22
63,Dynamite,BTS,186352,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-22
64,"Roses - Imanbek Remix","SAINt JHN",182775,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-10-22
65,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",177962,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-10-22
66,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",174963,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,2020-10-22
67,"Pode Sumir","Luíza & Maurílio",174549,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-10-22
68,"Cheirosa - Ao Vivo","Jorge & Mateus",173198,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-10-22
69,"Mood (feat. iann dior)",24kGoldn,170170,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-22
70,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",169278,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-10-22
71,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",167685,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-22
72,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",165283,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-10-22
73,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz",164276,https://open.spotify.com/track/59CnMc5PR9GdDFEVOpHSg9,2020-10-22
74,Avançada,"MC Kevinho",161870,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-10-22
75,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",161864,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-10-22
76,"Marília Mendonça",BIN,157071,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-10-22
77,"Meu Lado da História",Nandx710,156197,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-10-22
78,"Amor de Fim de Noite",Orochi,156128,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-10-22
79,"É Sal",Matuê,148445,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-10-22
80,"Dance Monkey","Tones And I",143398,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-10-22
81,"Mentira - Ao Vivo","Felipe Araújo",142911,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-10-22
82,"Século 21","Leo Santana",142650,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-10-22
83,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",141763,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-10-22
84,"E Nós Tem um Charme Que É da Hora","Mc Dricka",139245,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-10-22
85,"Vira Homem","Marília Mendonça",138108,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-10-22
86,"3 Batidas - Ao Vivo","Guilherme & Benuto",137213,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-10-22
87,"Party On My Own (feat. FAULHABER)",Alok,136249,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-10-22
88,"Então Toma - Ao Vivo","Matheus & Kauan",135820,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-10-22
89,"Ice Cream (with Selena Gomez)",BLACKPINK,135399,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-10-22
90,"Kenny G",Matuê,135096,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-10-22
91,"A Tua Voz","Gloria Groove",134169,https://open.spotify.com/track/2LfRxbEQMsqzkU1VpsuZrn,2020-10-22
92,"Facas - Ao Vivo","Diego & Victor Hugo",133321,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-10-22
93,"Vai Lá","Wesley Safadão",132795,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-10-22
94,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",132719,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-10-22
95,"Cuidado Que Eu Te Supero","Yasmin Santos",132300,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-10-22
96,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",131028,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-10-22
97,"How You Like That",BLACKPINK,129143,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-10-22
98,"Supera - Ao Vivo","Marília Mendonça",128882,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-10-22
99,"Someone You Loved","Lewis Capaldi",126913,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-10-22
100,Pupila,ANAVITÓRIA,126369,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-10-22
101,"Meu Abrigo",Melim,126232,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-10-22
102,"Só Você","Leo Santana",124991,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-10-22
103,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",123324,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-10-22
104,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",122954,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,2020-10-22
105,"(não) era amor","GIULIA BE",122837,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-10-22
106,"Eu Feat. Você",Melim,122784,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-10-22
107,"Bebe e Vem Me Procurar","Raí Saia Rodada",122695,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-10-22
108,"Holy (feat. Chance The Rapper)","Justin Bieber",122322,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-22
109,"Don't Say Goodbye (feat. Tove Lo)",Alok,122114,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-10-22
110,"Como Se Tá Maravilhosa","Mc Lipi",122098,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-10-22
111,Girassol,"Priscilla Alcantara",121617,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-10-22
112,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,121055,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-10-22
113,"Cabeça Voando","Os Barões Da Pisadinha",119288,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-10-22
114,"Você Nem É Tudo Isso","Marília Mendonça",118930,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-10-22
115,Cogulândia,Matuê,118278,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-10-22
116,"Carreira Solo - Ao Vivo","Gusttavo Lima",117113,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-10-22
117,SENTADÃO,"PEDRO SAMPAIO",115477,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-10-22
118,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",115469,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-10-22
119,Antes,Matuê,113662,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-10-22
120,"Revoada do Tubarão","MC Ryan SP",113085,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-10-22
121,Reincidente,"Felipe Araújo",112958,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-10-22
122,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",112832,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-10-22
123,"Textão - Ao Vivo","Zé Neto & Cristiano",111395,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF,2020-10-22
124,"Rain On Me (with Ariana Grande)","Lady Gaga",111193,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-10-22
125,"Lovesick Girls",BLACKPINK,110703,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-10-22
126,"Deixa (feat. Ana Gabriela)",Lagum,110572,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-10-22
127,"On & On",Alok,110547,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-10-22
128,"Put Your Records On","Ritt Momney",109853,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-22
129,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",109575,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-10-22
130,"Ta Apaixonado Babaca","Dj Guuga",109030,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-10-22
131,Hb20,Tierry,108820,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-10-22
132,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",108628,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-10-22
133,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",108615,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-10-22
134,Señorita,"Shawn Mendes",108239,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-10-22
135,"Savage Love (Laxed - Siren Beat)","Jawsh 685",107958,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-10-22
136,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",107912,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-10-22
137,"Lonely (with benny blanco)","Justin Bieber",107246,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-10-22
138,"Break My Heart","Dua Lipa",107065,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-10-22
139,"Breaking Me",Topic,106583,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-10-22
140,"Vergonha pra Midia","Salvador Da Rima",106270,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-10-22
141,"Midnight Sky","Miley Cyrus",106065,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-10-22
142,"Rave Na Praia","MC Teteu",105995,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-10-22
143,"death bed (coffee for your head)",Powfu,105801,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-10-22
144,"Piece Of Your Heart - Alok Remix",MEDUZA,105374,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-10-22
145,"Hoje É Rave","Bárbara Labres",105335,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O,2020-10-22
146,"Céu de pipa","MC Marks",105245,https://open.spotify.com/track/2DQ09MyIaXu5F1ly4MEvDM,2020-10-22
147,Heather,"Conan Gray",104678,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-10-22
148,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",104606,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-10-22
149,"Ouvi Dizer",Melim,104407,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-10-22
150,Hawái,Maluma,103846,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,2020-10-22
151,"Meu talismã",IZA,103014,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-10-22
152,Cabaré,"Dj Guuga",102998,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-10-22
153,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",102128,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-10-22
154,"Gorilla Roxo",Matuê,101262,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n,2020-10-22
155,"Lose Control",MEDUZA,100866,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-10-22
156,"Rave Balança E Bafora",Ventura,100744,https://open.spotify.com/track/7tswnwncDD0zJ1JpFf13Gl,2020-10-22
157,"Tudo de bom",Pk,100526,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7,2020-10-22
158,"Hear Me Tonight",Alok,99077,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ,2020-10-22
159,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",98153,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-10-22
160,"Um Pedido","Hungria Hip Hop",97798,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-10-22
161,Perdição,L7NNON,97075,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS,2020-10-22
162,"Tiro Certo - Ao Vivo","Zé Felipe",96758,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,2020-10-22
163,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",96408,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-10-22
164,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",96235,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-10-22
165,"Ta Com Saudade Quer TBT ?","Mc Talibã",96054,https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H,2020-10-22
166,"Pra Você Guardei O Amor","Nando Reis",95676,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,2020-10-22
167,"Adore You","Harry Styles",95636,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-10-22
168,inesquecível,"GIULIA BE",95470,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-10-22
169,"Senta Concentrada","MC Ws",95257,https://open.spotify.com/track/6ZxjdTDNU6pf8iklkeAB9y,2020-10-22
170,"You Got It",Vedo,94276,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-22
171,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,94243,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-10-22
172,Wonder,"Shawn Mendes",94045,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,2020-10-22
