,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL,data_chart
164,"Só Gratidão","Mc Lipi",94287,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-10-28
165,"Carreira Solo - Ao Vivo","Gusttavo Lima",94285,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-10-28
166,"I CAN'T STOP ME",TWICE,94206,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH,2020-10-28
167,Morena,"MC Paulin da Capital",93973,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-10-28
168,Hb20,Tierry,93917,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-10-28
169,"What You Know Bout Love","Pop Smoke",93702,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-28
170,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",93519,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-10-28
171,"Vergonha pra Midia","Salvador Da Rima",93385,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-10-28
172,Wonder,"Shawn Mendes",93229,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,2020-10-28
173,"Tudo de bom",Pk,92942,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7,2020-10-28
174,Perdição,L7NNON,92522,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS,2020-10-28
175,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,92112,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-10-28
176,Memories,"Maroon 5",91673,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-10-28
177,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",91564,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-10-28
178,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",91391,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-10-28
179,"A Casa É Sua","Casa Worship",91180,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,2020-10-28
180,"Meu talismã",IZA,90413,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-10-28
181,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",90006,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-10-28
182,"Tiro Certo - Ao Vivo","Zé Felipe",89808,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,2020-10-28
183,"Eu Tenho Medo","Zé Vaqueiro",89066,https://open.spotify.com/track/2bWkoJEjcPiBKnKqvTJ25D,2020-10-28
184,Letícia,"Zé Vaqueiro",89026,https://open.spotify.com/track/6hMgrcA1OpqYBDPyzYcosI,2020-10-28
185,"Quase uma Semana",BIN,88860,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih,2020-10-28
186,"Pisadinha - Ao Vivo","Diego & Victor Hugo",88855,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-10-28
187,"A Tua Voz","Gloria Groove",88844,https://open.spotify.com/track/2LfRxbEQMsqzkU1VpsuZrn,2020-10-28
188,"You Got It",Vedo,88588,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-28
189,"Gorilla Roxo",Matuê,88459,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n,2020-10-28
190,"SET DJ GM 2.0","MC Paulin da Capital",88447,https://open.spotify.com/track/38BuaDkieTqCDqaawXsf78,2020-10-28
191,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",87069,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM,2020-10-28
192,"Don't Cry For Me (with Jason Derulo)",Alok,86816,https://open.spotify.com/track/0FLwo3U1NrjocfK2FDisrX,2020-10-28
193,goosebumps,"Travis Scott",86501,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-10-28
194,Nêga,"Tarcísio do Acordeon",86501,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-10-28
195,"Se Ferrou","MC Kevinho",85927,https://open.spotify.com/track/4c21Aq5C8YMDBQWt9bjYBF,2020-10-28
196,"Dona de mim",IZA,85718,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN,2020-10-28
197,Gelo,Melim,85689,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3,2020-10-28
198,"Pra Você Guardei O Amor","Nando Reis",85590,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,2020-10-28
199,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",85510,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu,2020-10-28
200,BALANÇA,"WC no Beat",85477,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q,2020-10-28
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",703678,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-10-29
2,"Investe Em Mim","Jonas Esticado",638872,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-10-29
3,"Só Você","MC Rogerinho",518984,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-10-29
4,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",494944,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-10-29
5,"Figurinha - Ao Vivo","Douglas & Vinicius",487050,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-10-29
6,"Oh Juliana",Niack,480782,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-10-29
7,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",443668,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-10-29
8,"Quero Você do Jeito Que Quiser","Marília Mendonça",439422,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-10-29
9,"Cidade Inteira","Eric Land",418140,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-10-29
10,"Sogra - Ao Vivo",Dilsinho,405859,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-10-29
11,"Me Gusta (with Cardi B & Myke Towers)",Anitta,402769,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-10-29
12,"Nem Doeu - Ao Vivo","Matheus & Kauan",372518,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-10-29
13,"Comprei um Lança","Mc Jacaré",369031,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-10-29
14,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",366199,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,2020-10-29
15,"Tá Rocheda","Os Barões Da Pisadinha",365484,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-10-29
16,"Volta por Baixo - Ao Vivo","Henrique & Juliano",353096,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,2020-10-29
17,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",351449,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-10-29
18,"Vai Ter Que Aguentar","Mc Don Juan",344776,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-10-29
19,positions,"Ariana Grande",343912,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,2020-10-29
20,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",339832,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-10-29
21,Rita,Tierry,336749,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-10-29
22,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",331010,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-10-29
23,Ranking,"Jorge & Mateus",321875,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-10-29
24,"Amor e Fé - Acústico","Hungria Hip Hop",314544,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-10-29
25,"Máquina do Tempo",Matuê,306503,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-10-29
26,"Só Tem Eu","Zé Felipe",306282,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-10-29
27,"Watermelon Sugar","Harry Styles",299599,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-10-29
28,"Desce Pro Play (PA PA PA)","Mc Zaac",299398,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-10-29
29,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",298815,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-10-29
30,"Desejando Eu (Ao Vivo)","Murilo Huff",292794,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-10-29
31,"Café e Amor - Ao Vivo","Gusttavo Lima",285547,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-10-29
32,"Não Valeu","Wesley Safadão",282655,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-10-29
33,"Briga Feia - Ao Vivo","Henrique & Juliano",277695,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk,2020-10-29
34,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",276676,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-10-29
35,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",275633,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-10-29
36,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",275445,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-10-29
37,"se essa vida fosse um filme","GIULIA BE",275078,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-10-29
38,"WAP (feat. Megan Thee Stallion)","Cardi B",274937,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-10-29
39,"Deus é por nós","MC Marks",257450,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-10-29
40,"Blinding Lights","The Weeknd",247457,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-10-29
41,TOMA,"Luísa Sonza",245282,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-10-29
42,"Deve ser horrível dormir sem mim","Manu Gavassi",244625,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-10-29
43,"S de Saudade","Luíza & Maurílio",244508,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-10-29
44,777-666,Matuê,243490,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-10-29
45,"Na Raba Toma Tapão",Niack,241478,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-10-29
46,"Romance Desapegado","Japinha Conde",231425,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-10-29
47,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",231102,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2020-10-29
48,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",227013,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-10-29
49,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",226709,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-10-29
50,"Graveto - Ao Vivo","Marília Mendonça",224855,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-10-29
51,"Despedida - Ao Vivo","Wesley Safadão",209268,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-10-29
52,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",200367,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-10-29
53,"Marília Mendonça",BIN,199124,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-10-29
54,"Não Vai Embora",Dilsinho,199017,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-10-29
55,"Tudo Aconteceu","MC Du Black",196244,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-10-29
56,"Pipa Voada (feat. Emicida)",Rashid,195343,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-10-29
57,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",195245,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-10-29
58,Flores,Vitão,194471,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-10-29
59,"Libera Ela - Ao Vivo","Maiara & Maraisa",193659,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-10-29
60,"menina solta","GIULIA BE",191715,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-10-29
61,Talarica,"Rennan da Penha",191466,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-10-29
62,"Manda Áudio","Di Propósito",190557,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-10-29
63,"Te Prometo",DENNIS,183838,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-10-29
64,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",182710,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,2020-10-29
65,MORE,K/DA,179214,https://open.spotify.com/track/6juLaduD4STCUDWT0AYun4,2020-10-29
66,"Don't Start Now","Dua Lipa",178612,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-10-29
67,"Roses - Imanbek Remix","SAINt JHN",177428,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-10-29
68,"Mood (feat. iann dior)",24kGoldn,176398,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-29
69,Dynamite,BTS,173174,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-29
70,"Saudade Sua","Gusttavo Lima",172632,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-10-29
71,BRABA,"Luísa Sonza",171791,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-10-29
72,"Século 21","Leo Santana",168547,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-10-29
73,"Cheirosa - Ao Vivo","Jorge & Mateus",168458,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-10-29
74,Avançada,"MC Kevinho",167044,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-10-29
75,"Pode Sumir","Luíza & Maurílio",164141,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-10-29
76,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",163715,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-29
77,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",162841,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-10-29
78,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",162306,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-10-29
79,"Só Você","Leo Santana",161468,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-10-29
80,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",155084,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-10-29
81,"Party On My Own (feat. FAULHABER)",Alok,150007,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-10-29
82,"Meu Lado da História",Nandx710,149117,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-10-29
83,"Facas - Ao Vivo","Diego & Victor Hugo",148858,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-10-29
84,"Amor de Fim de Noite",Orochi,147699,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-10-29
85,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",147131,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-10-29
86,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",145582,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-10-29
87,"Dance Monkey","Tones And I",142172,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-10-29
88,"Seu Beijo Joga Sujo","Avine Vinny",137212,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-10-29
89,"Mentira - Ao Vivo","Felipe Araújo",136666,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-10-29
90,"Então Toma - Ao Vivo","Matheus & Kauan",135926,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-10-29
91,"3 Batidas - Ao Vivo","Guilherme & Benuto",135503,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-10-29
92,"Ta Com Saudade Quer TBT ?","Mc Talibã",135370,https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H,2020-10-29
93,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",135339,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-10-29
94,"Cuidado Que Eu Te Supero","Yasmin Santos",132716,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-10-29
95,"E Nós Tem um Charme Que É da Hora","Mc Dricka",132481,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-10-29
96,"Don't Say Goodbye (feat. Tove Lo)",Alok,129937,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-10-29
97,"É Sal",Matuê,129914,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-10-29
98,"Kenny G",Matuê,127624,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-10-29
99,"Como Se Tá Maravilhosa","Mc Lipi",127536,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-10-29
100,"Someone You Loved","Lewis Capaldi",126849,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-10-29
101,"Meu Abrigo",Melim,124456,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-10-29
102,"Supera - Ao Vivo","Marília Mendonça",124244,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-10-29
103,"Vira Homem","Marília Mendonça",122336,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-10-29
104,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",122036,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-10-29
105,"Eu Feat. Você",Melim,121830,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-10-29
106,"Ice Cream (with Selena Gomez)",BLACKPINK,121820,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-10-29
107,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,121463,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-10-29
108,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",120408,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,2020-10-29
109,"How You Like That",BLACKPINK,120265,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-10-29
110,"Você Nem É Tudo Isso","Marília Mendonça",119627,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-10-29
111,Girassol,"Priscilla Alcantara",119512,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-10-29
112,"Vai Lá","Wesley Safadão",119329,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-10-29
113,Golden,"Harry Styles",119222,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,2020-10-29
114,"Holy (feat. Chance The Rapper)","Justin Bieber",118691,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-29
115,Pupila,ANAVITÓRIA,116834,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-10-29
116,"Deixa (feat. Ana Gabriela)",Lagum,116757,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-10-29
117,"Cabeça Voando","Os Barões Da Pisadinha",116732,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-10-29
118,inesquecível,"GIULIA BE",115692,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-10-29
119,"Put Your Records On","Ritt Momney",115560,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-29
120,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",114873,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-10-29
121,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",114698,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-10-29
122,"Revoada do Tubarão","MC Ryan SP",114203,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-10-29
123,"(não) era amor","GIULIA BE",113675,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-10-29
124,"Rain On Me (with Ariana Grande)","Lady Gaga",110576,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-10-29
125,"Breaking Me",Topic,109726,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-10-29
126,Reincidente,"Felipe Araújo",109366,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-10-29
127,"Textão - Ao Vivo","Zé Neto & Cristiano",109126,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF,2020-10-29
128,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",108627,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-10-29
129,"Break My Heart","Dua Lipa",107333,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-10-29
130,"Ouvi Dizer",Melim,107095,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-10-29
131,"Ta Apaixonado Babaca","Dj Guuga",106649,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-10-29
132,Señorita,"Shawn Mendes",106299,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-10-29
133,Uau!,"Costa Gold",106167,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-10-29
134,"Midnight Sky","Miley Cyrus",105864,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-10-29
135,"On & On",Alok,105586,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-10-29
136,"Senta Concentrada (feat. MC WS)","MC Mari",105305,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T,2020-10-29
137,Cabaré,"Dj Guuga",105279,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-10-29
138,"Adore You","Harry Styles",105195,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-10-29
139,Letícia,"Zé Vaqueiro",105156,https://open.spotify.com/track/6hMgrcA1OpqYBDPyzYcosI,2020-10-29
140,"Savage Love (Laxed - Siren Beat)","Jawsh 685",104372,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-10-29
141,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",103920,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-10-29
142,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",103814,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-10-29
143,"Piece Of Your Heart - Alok Remix",MEDUZA,103688,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-10-29
144,Cogulândia,Matuê,103192,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-10-29
145,"Lonely (with benny blanco)","Justin Bieber",103181,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-10-29
146,"Hoje É Rave","Bárbara Labres",103110,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O,2020-10-29
147,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",102882,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-10-29
148,SENTADÃO,"PEDRO SAMPAIO",102543,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-10-29
149,"Bebe e Vem Me Procurar","Raí Saia Rodada",101626,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-10-29
150,"Rave Balança E Bafora",Ventura,100417,https://open.spotify.com/track/7tswnwncDD0zJ1JpFf13Gl,2020-10-29
151,"Lose Control",MEDUZA,99509,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-10-29
152,"Carreira Solo - Ao Vivo","Gusttavo Lima",98622,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-10-29
153,"Head & Heart (feat. MNEK)","Joel Corry",97832,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,2020-10-29
154,Hawái,Maluma,97550,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,2020-10-29
155,"Rave Na Praia","MC Teteu",97466,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-10-29
156,Antes,Matuê,97460,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-10-29
157,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",97066,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-10-29
158,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",96733,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-10-29
159,"Eu Tenho Medo","Zé Vaqueiro",96626,https://open.spotify.com/track/2bWkoJEjcPiBKnKqvTJ25D,2020-10-29
160,"Hear Me Tonight",Alok,96616,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ,2020-10-29
