,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
145,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",96282,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-11-18
146,"Cabeça Voando","Os Barões Da Pisadinha",96132,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-11-18
147,"Lose Control",MEDUZA,96124,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-11-18
148,"Você Nem É Tudo Isso","Marília Mendonça",95293,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-11-18
149,"Ele Não Tem","Jonas Esticado",95130,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD,2020-11-18
150,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",94784,https://open.spotify.com/track/6qFTfWG7Hz3q9HxRpNVJo1,2020-11-18
151,Girassol,"Priscilla Alcantara",94689,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-11-18
152,Cabaré,"Dj Guuga",93730,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-11-18
153,"Rain On Me (with Ariana Grande)","Lady Gaga",92466,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-11-18
154,"(não) era amor","GIULIA BE",92312,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-11-18
155,Morena,"MC Paulin da Capital",92298,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-11-18
156,"Midnight Sky","Miley Cyrus",92125,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-11-18
157,"Bebe e Vem Me Procurar","Raí Saia Rodada",91782,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-11-18
158,"Put Your Records On","Ritt Momney",91348,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-11-18
159,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",91133,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-11-18
160,Golden,"Harry Styles",91129,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,2020-11-18
161,"Vergonha pra Midia","Salvador Da Rima",90402,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-11-18
162,Believer,"Imagine Dragons",90353,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-11-18
163,"How You Like That",BLACKPINK,90348,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-11-18
164,"A Casa É Sua","Casa Worship",90189,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,2020-11-18
165,"Um Pedido","Hungria Hip Hop",90043,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-11-18
166,"Amor de Que","Pabllo Vittar",89986,https://open.spotify.com/track/7vpGKEUPrA4UEsS4o4W1tP,2020-11-18
167,Perdição,L7NNON,89095,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS,2020-11-18
168,Hb20,Tierry,89079,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-11-18
169,"Ice Cream (with Selena Gomez)",BLACKPINK,88337,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-11-18
170,Hackearam-Me,Tierry,87687,https://open.spotify.com/track/5NeBu4oKweDXIjhvYqtbLo,2020-11-18
171,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",87598,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-11-18
172,"Alive (It Feels Like)",Alok,87267,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ,2020-11-18
173,Reincidente,"Felipe Araújo",87078,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-11-18
174,"Os Mandrake Curte a Vida","MC Paulin da Capital",86758,https://open.spotify.com/track/5J1xChbEwiI3q371r7mDOg,2020-11-18
175,"Levitating (feat. DaBaby)","Dua Lipa",86465,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,2020-11-18
176,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",86312,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-11-18
177,"Adore You","Harry Styles",86230,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-11-18
178,"Pra Você Guardei O Amor","Nando Reis",86050,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,2020-11-18
179,"death bed (coffee for your head)",Powfu,85860,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-11-18
180,Heather,"Conan Gray",84911,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-11-18
181,Memories,"Maroon 5",84166,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-11-18
182,"Faz a Pose","MC Teteu",83322,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4,2020-11-18
183,"Ta Apaixonado Babaca","Dj Guuga",83044,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-11-18
184,Shallow,"Lady Gaga",82709,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2020-11-18
185,"Dona de mim",IZA,82434,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN,2020-11-18
186,Cogulândia,Matuê,82415,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-11-18
187,Iluminado,Kawe,82370,https://open.spotify.com/track/3Y3LVTjdbZ35hGLhvYJxAq,2020-11-18
188,"Savage Love (Laxed - Siren Beat)","Jawsh 685",81504,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-11-18
189,"What You Know Bout Love","Pop Smoke",80582,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-11-18
190,"Amor de Balada","MC Kekel",80541,https://open.spotify.com/track/774NkezhwRr3kvYd3IQvFj,2020-11-18
191,"Só Gratidão","Mc Lipi",80247,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-11-18
192,"Tempo Perdido","Legião Urbana",80034,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB,2020-11-18
193,DÁKITI,"Bad Bunny",79486,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS,2020-11-18
194,Inamorável,"Luíza & Maurílio",79481,https://open.spotify.com/track/1erfWPemd1Vg5aQYQpW1Pm,2020-11-18
195,"Como Se Tá Maravilhosa","Mc Lipi",79357,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-11-18
196,"Rave Na Praia","MC Teteu",79287,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-11-18
197,"you broke me first","Tate McRae",79149,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,2020-11-18
198,Antes,Matuê,78879,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-11-18
199,"Hawái - Remix",Maluma,78853,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,2020-11-18
200,goosebumps,"Travis Scott",78804,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-11-18
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",664546,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-11-19
2,"Investe Em Mim","Jonas Esticado",549762,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-11-19
3,"Ilusão (Cracolândia)","MC Hariel",541618,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif,2020-11-19
4,"Só Tem Eu","Zé Felipe",504139,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-11-19
5,"Só Você","MC Rogerinho",457055,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-11-19
6,"Figurinha - Ao Vivo","Douglas & Vinicius",456519,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-11-19
7,Rita,Tierry,428399,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-11-19
8,"Cidade Inteira","Eric Land",426007,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-11-19
9,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",424744,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-11-19
10,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",410371,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-11-19
11,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",400440,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-11-19
12,"Quero Você do Jeito Que Quiser","Marília Mendonça",396541,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-11-19
13,"Sogra - Ao Vivo",Dilsinho,376022,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-11-19
14,"Oh Juliana",Niack,369309,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-11-19
15,"Nem Doeu - Ao Vivo","Matheus & Kauan",351054,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-11-19
16,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",346421,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-11-19
17,"Tá Rocheda","Os Barões Da Pisadinha",332623,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-11-19
18,positions,"Ariana Grande",329276,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020-11-19
19,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",324612,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-11-19
20,"Me Gusta (with Cardi B & Myke Towers)",Anitta,319325,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-11-19
21,"Volta por Baixo - Ao Vivo","Henrique & Juliano",316793,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO,2020-11-19
22,"Amor e Fé - Acústico","Hungria Hip Hop",309123,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-11-19
23,"Comprei um Lança","Mc Jacaré",300908,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-11-19
24,"Vai Ter Que Aguentar","Mc Don Juan",294551,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-11-19
25,"Não Vai Embora",Dilsinho,294471,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-11-19
26,"Lance Individual","Jorge & Mateus",293377,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0,2020-11-19
27,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",292526,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-11-19
28,Ranking,"Jorge & Mateus",286884,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-11-19
29,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",284178,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-11-19
30,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",277838,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom,2020-11-19
31,"Desejando Eu (Ao Vivo)","Murilo Huff",273715,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-11-19
32,Letícia,"Zé Vaqueiro",270824,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH,2020-11-19
33,"Rainha da Favela",LUDMILLA,268727,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu,2020-11-19
34,"Desce Pro Play (PA PA PA)","Mc Zaac",259969,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-11-19
35,"Não Valeu","Wesley Safadão",257823,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-11-19
36,"Watermelon Sugar","Harry Styles",256140,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-11-19
37,"Briga Feia - Ao Vivo","Henrique & Juliano",255177,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O,2020-11-19
38,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",254269,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-11-19
39,"Século 21","Leo Santana",249906,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-11-19
40,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",249113,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-11-19
41,"Amor da Despedida","Os Barões Da Pisadinha",247389,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI,2020-11-19
42,"Máquina do Tempo",Matuê,236056,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-11-19
43,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",233563,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn,2020-11-19
44,"se essa vida fosse um filme","GIULIA BE",233525,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-11-19
45,"Deus é por nós","MC Marks",233000,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-11-19
46,"Romance Desapegado","Japinha Conde",229485,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-11-19
47,"Blinding Lights","The Weeknd",223481,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-11-19
48,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",223265,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-11-19
49,"WAP (feat. Megan Thee Stallion)","Cardi B",218057,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-11-19
50,"Despedida - Ao Vivo","Wesley Safadão",207719,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-11-19
51,"S de Saudade","Luíza & Maurílio",205553,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-11-19
52,TOMA,"Luísa Sonza",204909,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-11-19
53,"Ele É Ele, Eu Sou Eu","Wesley Safadão",201092,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw,2020-11-19
54,"Café e Amor - Ao Vivo","Gusttavo Lima",199719,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-11-19
55,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",199411,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-11-19
56,777-666,Matuê,193879,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-11-19
57,"Therefore I Am","Billie Eilish",186424,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,2020-11-19
58,"menina solta","GIULIA BE",180367,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-11-19
59,"Graveto - Ao Vivo","Marília Mendonça",179982,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-11-19
60,"Tudo Aconteceu","MC Du Black",178496,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-11-19
61,"Manda Áudio","Di Propósito",177870,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-11-19
62,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",175008,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-11-19
63,"Maçã Verde","MC Hariel",171444,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR,2020-11-19
64,"Pipa Voada (feat. Emicida)",Rashid,171036,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-11-19
65,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",169439,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt,2020-11-19
66,"Don't Start Now","Dua Lipa",168578,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-11-19
67,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",164979,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-11-19
68,"Pode Sumir","Luíza & Maurílio",163502,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-11-19
69,Talarica,"Rennan da Penha",161524,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-11-19
70,"Cheirosa - Ao Vivo","Jorge & Mateus",161519,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-11-19
71,"Mood (feat. iann dior)",24kGoldn,161416,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-11-19
72,"Marília Mendonça",BIN,160927,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-11-19
73,"Te Prometo",DENNIS,160914,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-11-19
74,"Tô Torcendo - Ao Vivo","Gusttavo Lima",160291,https://open.spotify.com/track/74mtYZvn0rZm4EKrQwmOoX,2020-11-19
75,"Deve ser horrível dormir sem mim","Manu Gavassi",157136,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-11-19
76,"Seu Beijo Joga Sujo","Avine Vinny",156889,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-11-19
77,"Libera Ela - Ao Vivo","Maiara & Maraisa",156541,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-11-19
78,Dynamite,BTS,155051,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-11-19
79,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",154978,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu,2020-11-19
80,"Party On My Own (feat. FAULHABER)",Alok,152534,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-11-19
81,"Facas - Ao Vivo","Diego & Victor Hugo",151625,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-11-19
82,"Roses - Imanbek Remix","SAINt JHN",150965,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-11-19
83,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",149555,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-11-19
84,BRABA,"Luísa Sonza",149408,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-11-19
85,"Don't Say Goodbye (feat. Tove Lo)",Alok,148657,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-11-19
86,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",148321,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-11-19
87,"Siempre He Estado Aquí",RBD,145503,https://open.spotify.com/track/35iionyYNL2IHmtctvwYAk,2020-11-19
88,"Saudade Sua","Gusttavo Lima",145243,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-11-19
89,"É Problema","Matheus & Kauan",144318,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF,2020-11-19
90,Flores,Vitão,141988,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-11-19
91,"Meu Lado da História",Nandx710,140490,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-11-19
92,"Eu Tenho Medo","Zé Vaqueiro",138725,https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA,2020-11-19
93,inesquecível,"GIULIA BE",135325,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-11-19
94,"Dance Monkey","Tones And I",133778,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-11-19
95,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",133371,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-11-19
96,Avançada,"MC Kevinho",132890,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-11-19
97,"Meu talismã",IZA,130929,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-11-19
98,"Amor ou o Litrão","Petter Ferraz",129617,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1,2020-11-19
99,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",129527,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-11-19
100,"Então Toma - Ao Vivo","Matheus & Kauan",127619,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-11-19
101,"Amor de Fim de Noite",Orochi,127117,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-11-19
102,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",126420,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-11-19
103,"3 Batidas - Ao Vivo","Guilherme & Benuto",126343,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-11-19
104,"Só Você","Leo Santana",124126,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-11-19
105,"Meu Abrigo",Melim,123714,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-11-19
106,"E Nós Tem um Charme Que É da Hora","Mc Dricka",123637,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-11-19
107,"Kenny G",Matuê,121366,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-11-19
108,"Mentira - Ao Vivo","Felipe Araújo",120821,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-11-19
109,"Someone You Loved","Lewis Capaldi",120686,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-11-19
110,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",118879,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-11-19
111,"É Sal",Matuê,118560,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-11-19
112,"Vira Homem","Marília Mendonça",118462,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-11-19
113,34+35,"Ariana Grande",118324,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,2020-11-19
114,Pupila,ANAVITÓRIA,117986,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-11-19
115,Confidencial,"Wesley Safadão",117624,https://open.spotify.com/track/767WBxhrD8kRfJ4cYZQO9G,2020-11-19
116,"Supera - Ao Vivo","Marília Mendonça",116671,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-11-19
117,"Cuidado Que Eu Te Supero","Yasmin Santos",114237,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-11-19
118,"É Só Botada","MC Levin",113567,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu,2020-11-19
119,"Deixa (feat. Ana Gabriela)",Lagum,112241,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-11-19
120,"Quase uma Semana",BIN,112054,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih,2020-11-19
121,Nêga,"Tarcísio do Acordeon",111246,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-11-19
122,"Revoada do Tubarão","MC Ryan SP",110984,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-11-19
123,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",110700,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-11-19
124,"Senta Concentrada (feat. MC WS)","MC Mari",110593,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T,2020-11-19
125,"Lonely (with benny blanco)","Justin Bieber",110122,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-11-19
126,"Vai Lá","Wesley Safadão",106866,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-11-19
127,"Na Raba Toma Tapão",Niack,106391,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-11-19
128,Perdição,L7NNON,106108,https://open.spotify.com/track/0xcdw2bWgJ4lrt3qZJrZ1o,2020-11-19
129,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",105858,https://open.spotify.com/track/7gFY0xf385HM4iF4t43tN3,2020-11-19
130,"Cabeça Voando","Os Barões Da Pisadinha",105762,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-11-19
131,Uau!,"Costa Gold",104844,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-11-19
132,"On & On",Alok,104752,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-11-19
133,"Ouvi Dizer",Melim,104336,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-11-19
134,"Sua Mãe Tá Nessa - Ao Vivo Em São Paulo / 2019","Lauana Prado",103909,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb,2020-11-19
135,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",103784,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-11-19
136,"Piece Of Your Heart - Alok Remix",MEDUZA,103464,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-11-19
137,Escorpião,Xamã,102931,https://open.spotify.com/track/4G02O6Qd846OFww8HHQamh,2020-11-19
138,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",102757,https://open.spotify.com/track/6qFTfWG7Hz3q9HxRpNVJo1,2020-11-19
139,"Eu Feat. Você",Melim,102470,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-11-19
140,"Você Nem É Tudo Isso","Marília Mendonça",101914,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-11-19
141,pov,"Ariana Grande",101601,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,2020-11-19
142,"Ele Não Tem","Jonas Esticado",101230,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD,2020-11-19
